complex	eggNOG
Nephrin multiprotein complex	0KDJU@euNOG
Nephrin multiprotein complex	KOG0035@euNOG
Nephrin multiprotein complex	KOG3515@euNOG
PNUTS-PP1 complex	KOG0374@euNOG
PNUTS-PP1 complex	0IGTC@euNOG
26S proteasome	KOG0183@euNOG
26S proteasome	KOG0652@euNOG
26S proteasome	KOG0179@euNOG
26S proteasome	KOG0863@euNOG
26S proteasome	KOG0181@euNOG
26S proteasome	KOG0184@euNOG
26S proteasome	KOG0178@euNOG
26S proteasome	KOG0176@euNOG
26S proteasome	KOG0185@euNOG
26S proteasome	KOG0174@euNOG
26S proteasome	KOG0175@euNOG
26S proteasome	KOG0729@euNOG
26S proteasome	KOG0727@euNOG
26S proteasome	KOG0180@euNOG
26S proteasome	KOG0177@euNOG
26S proteasome	KOG0229@euNOG
26S proteasome	KOG0182@euNOG
26S proteasome	KOG0726@euNOG
26S proteasome	KOG0728@euNOG
26S proteasome	KOG0651@euNOG
26S proteasome	KOG0173@euNOG
26S proteasome	KOG2908@euNOG
Synaptotagmin-sodium channel complex (Syt1-Scn1a-Scn1b)	0INF8@euNOG
Synaptotagmin-sodium channel complex (Syt1-Scn1a-Scn1b)	0KDM4@euNOG
Synaptotagmin-sodium channel complex (Syt1-Scn1a-Scn1b)	0IVI4@euNOG
Synaptotagmin-sodium channel complex (Syt2-Scn1a-Scn1b)	0INF8@euNOG
Synaptotagmin-sodium channel complex (Syt2-Scn1a-Scn1b)	KOG1028@euNOG
Synaptotagmin-sodium channel complex (Syt2-Scn1a-Scn1b)	0IVI4@euNOG
Synaptotagmin-sodium channel complex  (Syt1-Scn2a-Scn1b)	0INF8@euNOG
Synaptotagmin-sodium channel complex  (Syt1-Scn2a-Scn1b)	0KDM4@euNOG
Synaptotagmin-sodium channel complex  (Syt1-Scn2a-Scn1b)	0IVI4@euNOG
Synaptotagmin-sodium channel complex (Syt2-Scn2a-Scn1b)	0INF8@euNOG
Synaptotagmin-sodium channel complex (Syt2-Scn2a-Scn1b)	KOG1028@euNOG
Synaptotagmin-sodium channel complex (Syt2-Scn2a-Scn1b)	0IVI4@euNOG
Wave-2 complex	KOG3534@euNOG
Wave-2 complex	0KCYC@euNOG
Wave-2 complex	0J0X8@euNOG
Wave-2 complex	KOG1917@euNOG
Wave-2 complex	KOG1830@euNOG
Wave-2 complex (Rac-activated)	KOG1917@euNOG
Wave-2 complex (Rac-activated)	KOG3534@euNOG
Wave-2 complex (Rac-activated)	KOG1830@euNOG
Wave-2 complex (Rac-activated)	0KCYC@euNOG
BAF complex	KOG2510@euNOG
BAF complex	KOG0679@euNOG
BAF complex	KOG0386@euNOG
BAF complex	0IUMQ@euNOG
BAF complex	KOG0676@euNOG
BAF complex	KOG1649@euNOG
BAF complex	KOG1279@euNOG
BAF complex	KOG4715@euNOG
BAF complex	KOG2570@euNOG
Mitotic checkpoint complex (MCC)	KOG1036@euNOG
Mitotic checkpoint complex (MCC)	0KD43@euNOG
Mitotic checkpoint complex (MCC)	0IMNX@euNOG
Mitotic checkpoint complex (MCC)	KOG3285@euNOG
20S proteasome	KOG0183@euNOG
20S proteasome	KOG0179@euNOG
20S proteasome	KOG0863@euNOG
20S proteasome	KOG0181@euNOG
20S proteasome	KOG0184@euNOG
20S proteasome	KOG0178@euNOG
20S proteasome	KOG0176@euNOG
20S proteasome	KOG0185@euNOG
20S proteasome	KOG0174@euNOG
20S proteasome	KOG0175@euNOG
20S proteasome	KOG0180@euNOG
20S proteasome	KOG0177@euNOG
20S proteasome	KOG0182@euNOG
20S proteasome	KOG0173@euNOG
PA28-20S proteasome	KOG0183@euNOG
PA28-20S proteasome	KOG0179@euNOG
PA28-20S proteasome	KOG0863@euNOG
PA28-20S proteasome	KOG0181@euNOG
PA28-20S proteasome	KOG0184@euNOG
PA28-20S proteasome	KOG0178@euNOG
PA28-20S proteasome	KOG0176@euNOG
PA28-20S proteasome	KOG0185@euNOG
PA28-20S proteasome	KOG0174@euNOG
PA28-20S proteasome	KOG0175@euNOG
PA28-20S proteasome	KOG0180@euNOG
PA28-20S proteasome	KOG0177@euNOG
PA28-20S proteasome	KOG0182@euNOG
PA28-20S proteasome	KOG4470@euNOG
PA28-20S proteasome	KOG0173@euNOG
PA700-20S-PA28 complex	KOG1463@euNOG
PA700-20S-PA28 complex	KOG1498@euNOG
PA700-20S-PA28 complex	KOG3129@euNOG
PA700-20S-PA28 complex	KOG1554@euNOG
PA700-20S-PA28 complex	KOG0183@euNOG
PA700-20S-PA28 complex	KOG2581@euNOG
PA700-20S-PA28 complex	KOG4412@euNOG
PA700-20S-PA28 complex	KOG0652@euNOG
PA700-20S-PA28 complex	KOG0179@euNOG
PA700-20S-PA28 complex	KOG0863@euNOG
PA700-20S-PA28 complex	KOG0181@euNOG
PA700-20S-PA28 complex	KOG0184@euNOG
PA700-20S-PA28 complex	KOG0178@euNOG
PA700-20S-PA28 complex	KOG0176@euNOG
PA700-20S-PA28 complex	KOG0185@euNOG
PA700-20S-PA28 complex	KOG0174@euNOG
PA700-20S-PA28 complex	KOG0175@euNOG
PA700-20S-PA28 complex	KOG0729@euNOG
PA700-20S-PA28 complex	KOG0727@euNOG
PA700-20S-PA28 complex	KOG3151@euNOG
PA700-20S-PA28 complex	KOG0180@euNOG
PA700-20S-PA28 complex	KOG0177@euNOG
PA700-20S-PA28 complex	KOG1556@euNOG
PA700-20S-PA28 complex	KOG0229@euNOG
PA700-20S-PA28 complex	KOG0182@euNOG
PA700-20S-PA28 complex	KOG0726@euNOG
PA700-20S-PA28 complex	KOG0728@euNOG
PA700-20S-PA28 complex	KOG0651@euNOG
PA700-20S-PA28 complex	KOG4470@euNOG
PA700-20S-PA28 complex	KOG2005@euNOG
PA700-20S-PA28 complex	KOG0687@euNOG
PA700-20S-PA28 complex	KOG4413@euNOG
PA700-20S-PA28 complex	KOG0173@euNOG
PA700-20S-PA28 complex	KOG2062@euNOG
PA700-20S-PA28 complex	KOG2908@euNOG
PA28gamma-20S proteasome	KOG0183@euNOG
PA28gamma-20S proteasome	KOG0179@euNOG
PA28gamma-20S proteasome	KOG0863@euNOG
PA28gamma-20S proteasome	KOG0181@euNOG
PA28gamma-20S proteasome	KOG0184@euNOG
PA28gamma-20S proteasome	KOG0178@euNOG
PA28gamma-20S proteasome	KOG0176@euNOG
PA28gamma-20S proteasome	KOG0185@euNOG
PA28gamma-20S proteasome	KOG0174@euNOG
PA28gamma-20S proteasome	KOG0175@euNOG
PA28gamma-20S proteasome	KOG0180@euNOG
PA28gamma-20S proteasome	KOG0177@euNOG
PA28gamma-20S proteasome	KOG0182@euNOG
PA28gamma-20S proteasome	KOG4470@euNOG
PA28gamma-20S proteasome	KOG0173@euNOG
Ubiquitin E3 ligase (Lrrc41, Tceb1, Tceb2, Cul5, Rbx1)	KOG4495@euNOG
Ubiquitin E3 ligase (Lrrc41, Tceb1, Tceb2, Cul5, Rbx1)	KOG3473@euNOG
Ubiquitin E3 ligase (Lrrc41, Tceb1, Tceb2, Cul5, Rbx1)	KOG2930@euNOG
Ubiquitin E3 ligase (Lrrc41, Tceb1, Tceb2, Cul5, Rbx1)	0IHRR@euNOG
Ubiquitin E3 ligase (Lrrc41, Tceb1, Tceb2, Cul5, Rbx1)	KOG2285@euNOG
Ubiquitin E3 ligase (Vhl, Tceb1, Tceb2, Cul5, Rbx1)	KOG4495@euNOG
Ubiquitin E3 ligase (Vhl, Tceb1, Tceb2, Cul5, Rbx1)	KOG3473@euNOG
Ubiquitin E3 ligase (Vhl, Tceb1, Tceb2, Cul5, Rbx1)	KOG2930@euNOG
Ubiquitin E3 ligase (Vhl, Tceb1, Tceb2, Cul5, Rbx1)	KOG4710@euNOG
Ubiquitin E3 ligase (Vhl, Tceb1, Tceb2, Cul5, Rbx1)	KOG2285@euNOG
Ubiquitin E3 ligase (Tceb1, Tceb2, Tceb3, Cul5, Rbx1)	KOG4495@euNOG
Ubiquitin E3 ligase (Tceb1, Tceb2, Tceb3, Cul5, Rbx1)	KOG3473@euNOG
Ubiquitin E3 ligase (Tceb1, Tceb2, Tceb3, Cul5, Rbx1)	KOG2930@euNOG
Ubiquitin E3 ligase (Tceb1, Tceb2, Tceb3, Cul5, Rbx1)	KOG2821@euNOG
Ubiquitin E3 ligase (Tceb1, Tceb2, Tceb3, Cul5, Rbx1)	KOG2285@euNOG
Ubiquitin E3 ligase (Socs1, Tceb1, Tceb2, Cul5, Rbx1)	KOG4495@euNOG
Ubiquitin E3 ligase (Socs1, Tceb1, Tceb2, Cul5, Rbx1)	KOG3473@euNOG
Ubiquitin E3 ligase (Socs1, Tceb1, Tceb2, Cul5, Rbx1)	KOG2930@euNOG
Ubiquitin E3 ligase (Socs1, Tceb1, Tceb2, Cul5, Rbx1)	KOG2285@euNOG
Ubiquitin E3 ligase (Socs1, Tceb1, Tceb2, Cul5, Rbx1)	KOG4566@euNOG
Ubiquitin E3 ligase (Wsb1, Tceb1, Tceb2, Cul5, Rbx1)	KOG4495@euNOG
Ubiquitin E3 ligase (Wsb1, Tceb1, Tceb2, Cul5, Rbx1)	KOG3473@euNOG
Ubiquitin E3 ligase (Wsb1, Tceb1, Tceb2, Cul5, Rbx1)	KOG2930@euNOG
Ubiquitin E3 ligase (Wsb1, Tceb1, Tceb2, Cul5, Rbx1)	KOG2285@euNOG
Ubiquitin E3 ligase (Med8, Tceb1, Tceb2, Cul2, Rbx1)	KOG2284@euNOG
Ubiquitin E3 ligase (Med8, Tceb1, Tceb2, Cul2, Rbx1)	KOG4495@euNOG
Ubiquitin E3 ligase (Med8, Tceb1, Tceb2, Cul2, Rbx1)	KOG3473@euNOG
Ubiquitin E3 ligase (Med8, Tceb1, Tceb2, Cul2, Rbx1)	KOG2930@euNOG
Ubiquitin E3 ligase (Asb2, Tceb1, Tceb2, Cul5, Rbx1)	KOG4495@euNOG
Ubiquitin E3 ligase (Asb2, Tceb1, Tceb2, Cul5, Rbx1)	KOG3473@euNOG
Ubiquitin E3 ligase (Asb2, Tceb1, Tceb2, Cul5, Rbx1)	KOG2930@euNOG
Ubiquitin E3 ligase (Asb2, Tceb1, Tceb2, Cul5, Rbx1)	KOG0504@euNOG
Ubiquitin E3 ligase (Asb2, Tceb1, Tceb2, Cul5, Rbx1)	KOG2285@euNOG
Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)	KOG4710@euNOG
Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)	KOG2930@euNOG
Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)	KOG2284@euNOG
Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)	KOG3473@euNOG
Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2, RBX1)	KOG4495@euNOG
Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)	KOG3473@euNOG
Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)	KOG4495@euNOG
Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)	KOG2285@euNOG
Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)	KOG0504@euNOG
Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)	KOG2930@euNOG
Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)	KOG3473@euNOG
Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)	KOG4495@euNOG
Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)	KOG2285@euNOG
Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)	KOG2930@euNOG
Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)	KOG0504@euNOG
Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)	KOG3473@euNOG
Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)	KOG4495@euNOG
Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)	KOG2285@euNOG
Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)	KOG0504@euNOG
Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)	KOG2930@euNOG
Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)	KOG3473@euNOG
Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)	KOG4495@euNOG
Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)	KOG2285@euNOG
Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)	KOG4177@euNOG
Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)	KOG2930@euNOG
Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)	KOG3473@euNOG
Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)	KOG4495@euNOG
Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)	KOG0504@euNOG
Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)	KOG2285@euNOG
Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)	KOG2930@euNOG
DNA ligase IV-XRCC1 complex	KOG3226@euNOG
DNA ligase IV-XRCC1 complex	KOG0966@euNOG
Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)	KOG2930@euNOG
Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)	KOG3473@euNOG
Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)	KOG4495@euNOG
Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)	KOG2285@euNOG
Ubiquitin E3 ligase (WSB1, TCEB1, TCEB2, CUL5, RBX1)	0KD26@euNOG
PDZK1-NaPiIIa-MAP17 complex	0IE8P@euNOG
PDZK1-NaPiIIa-MAP17 complex	0J305@euNOG
PDZK1-NaPiIIa-MAP17 complex	0ITAE@euNOG
CAND1-CUL1-RBX1 complex	KOG2930@euNOG
CAND1-CUL1-RBX1 complex	KOG2166@euNOG
CAND1-CUL1-RBX1 complex	KOG1824@euNOG
ARF-Mule complex	0IHZM@euNOG
ARF-Mule complex	KOG0939@euNOG
ARF-Mule complex	0J100@euNOG
CAND1-CUL2-RBX1 complex	KOG2930@euNOG
CAND1-CUL2-RBX1 complex	KOG2284@euNOG
CAND1-CUL2-RBX1 complex	KOG1824@euNOG
CAND1-CUL3-RBX1 complex	KOG2930@euNOG
CAND1-CUL3-RBX1 complex	KOG2167@euNOG
CAND1-CUL3-RBX1 complex	KOG1824@euNOG
CAND1-CUL4A-RBX1 complex	KOG2930@euNOG
CAND1-CUL4A-RBX1 complex	KOG2167@euNOG
CAND1-CUL4A-RBX1 complex	KOG1824@euNOG
CAND1-CUL4B-RBX1 complex	KOG2930@euNOG
CAND1-CUL4B-RBX1 complex	KOG2167@euNOG
CAND1-CUL4B-RBX1 complex	KOG1824@euNOG
Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)	KOG1724@euNOG
Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)	KOG2120@euNOG
Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)	KOG2166@euNOG
Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)	KOG1724@euNOG
Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)	KOG2166@euNOG
Ubiquitin E3 ligase (SKP1A, BTRC, CUL1)	KOG0281@euNOG
SMCC complex	KOG1875@euNOG
SMCC complex	0IF72@euNOG
SMCC complex	KOG3169@euNOG
SMCC complex	KOG0794@euNOG
SMCC complex	KOG0666@euNOG
SMCC complex	KOG1510@euNOG
SMCC complex	0IEFR@euNOG
SMCC complex	KOG4086@euNOG
NAT complex	KOG1875@euNOG
NAT complex	KOG3169@euNOG
NAT complex	KOG0794@euNOG
NAT complex	KOG0666@euNOG
NAT complex	KOG1510@euNOG
NAT complex	KOG3046@euNOG
NAT complex	KOG1883@euNOG
Mediator complex	KOG4043@euNOG
Mediator complex	KOG0570@euNOG
Mediator complex	KOG1875@euNOG
Mediator complex	0IF72@euNOG
Mediator complex	KOG3169@euNOG
Mediator complex	KOG1105@euNOG
Mediator complex	KOG0794@euNOG
Mediator complex	KOG0666@euNOG
Mediator complex	KOG1510@euNOG
Mediator complex	KOG3304@euNOG
Mediator complex	0IEFR@euNOG
Mediator complex	0IFPB@euNOG
Mediator complex	KOG3600@euNOG
Mediator complex	0IHD9@euNOG
Mediator complex	0ISJR@euNOG
Mediator complex	KOG3583@euNOG
Mediator complex	0IITZ@euNOG
Mediator complex	KOG4274@euNOG
Mediator complex	KOG3046@euNOG
Mediator complex	KOG3264@euNOG
Mediator complex	0IETV@euNOG
Mediator complex	KOG4309@euNOG
Mediator complex	KOG4552@euNOG
Mediator complex	KOG4512@euNOG
Mediator complex	0J0JM@euNOG
Mediator complex	0IXGN@euNOG
Mediator complex	KOG4057@euNOG
Mediator complex	KOG1883@euNOG
Mediator complex	0IDXV@euNOG
Mediator complex	KOG4086@euNOG
ARC complex	KOG0570@euNOG
ARC complex	KOG1875@euNOG
ARC complex	0IF72@euNOG
ARC complex	KOG3169@euNOG
ARC complex	KOG1105@euNOG
ARC complex	0IEFR@euNOG
ARC complex	0IHD9@euNOG
ARC complex	0ISJR@euNOG
ARC complex	KOG3583@euNOG
ARC complex	KOG4274@euNOG
ARC complex	KOG4552@euNOG
ARC complex	KOG4512@euNOG
ARC complex	KOG3600@euNOG
ARC complex	KOG0140@euNOG
ARC complex	KOG1883@euNOG
HuCHRAC complex	KOG0385@euNOG
HuCHRAC complex	KOG0870@euNOG
HuCHRAC complex	0IPRK@euNOG
HuCHRAC complex	KOG1245@euNOG
WICH complex	KOG0385@euNOG
WICH complex	0KCXH@euNOG
Ags3-Lkb1-Gnai3 complex	KOG0082@euNOG
Ags3-Lkb1-Gnai3 complex	KOG1130@euNOG
SWI-SNF chromatin remodeling-related-BRCA1 complex	KOG2510@euNOG
SWI-SNF chromatin remodeling-related-BRCA1 complex	KOG0679@euNOG
SWI-SNF chromatin remodeling-related-BRCA1 complex	0ITQ4@euNOG
SWI-SNF chromatin remodeling-related-BRCA1 complex	KOG0386@euNOG
SWI-SNF chromatin remodeling-related-BRCA1 complex	0IUMQ@euNOG
SWI-SNF chromatin remodeling-related-BRCA1 complex	KOG1649@euNOG
SWI-SNF chromatin remodeling-related-BRCA1 complex	KOG1279@euNOG
SWI-SNF chromatin remodeling-related-BRCA1 complex	KOG2570@euNOG
SWI-SNF chromatin remodeling-related-BRCA1 complex	KOG4715@euNOG
Sin3-Hdac1-Sds3 complex	KOG1342@euNOG
Sin3-Hdac1-Sds3 complex	KOG4204@euNOG
Sin3-Hdac1-Sds3 complex	KOG4466@euNOG
BRCA1-CTIP-ZBRK1 repressor complex	0ITQ4@euNOG
BRCA1-CTIP-ZBRK1 repressor complex	0IJ39@euNOG
BRCA1-CTIP-ZBRK1 repressor complex	KOG1721@euNOG
BRCA1-BACH1 complex	0ITQ4@euNOG
BRCA1-BACH1 complex	KOG1132@euNOG
RalBP1-CDC2-CCNB1 complex	KOG0594@euNOG
RalBP1-CDC2-CCNB1 complex	KOG0653@euNOG
RalBP1-CDC2-CCNB1 complex	KOG4370@euNOG
BRAFT complex	0IE5D@euNOG
BRAFT complex	0IFHR@euNOG
BRAFT complex	KOG3108@euNOG
BRAFT complex	KOG0851@euNOG
BRAFT complex	0IZRM@euNOG
BRAFT complex	KOG1979@euNOG
BRAFT complex	KOG0351@euNOG
BRAFT complex	0IK3Y@euNOG
BRAFT complex	KOG1956@euNOG
BRAFT complex	0KCUY@euNOG
BRAFT complex	0IVFU@euNOG
BRAFT complex	0IKQV@euNOG
BRAFT complex	KOG3268@euNOG
BLM complex III	KOG1979@euNOG
BLM complex III	KOG0351@euNOG
BLM complex III	KOG1956@euNOG
BLM complex III	0KCUY@euNOG
RalBP1-CCNB1-AP2A-NUMB-EPN1 complex	KOG1077@euNOG
RalBP1-CCNB1-AP2A-NUMB-EPN1 complex	KOG0653@euNOG
RalBP1-CCNB1-AP2A-NUMB-EPN1 complex	KOG3537@euNOG
RalBP1-CCNB1-AP2A-NUMB-EPN1 complex	KOG4370@euNOG
RalBP1-CCNB1-AP2A-NUMB-EPN1 complex	KOG2056@euNOG
Caspase-2-TRAF2-RIP1 complex	KOG3573@euNOG
Caspase-2-TRAF2-RIP1 complex	0KDGS@euNOG
Caspase-2-TRAF2-RIP1 complex	KOG4370@euNOG
BCDX2 complex	KOG1433@euNOG
BCDX2 complex	KOG1434@euNOG
BCDX2 complex	KOG2859@euNOG
RAD51C-XRCC3 complex	KOG1434@euNOG
RAD51C-XRCC3 complex	KOG1564@euNOG
TBPIP/HOP2-MND1 complex	KOG3433@euNOG
TBPIP/HOP2-MND1 complex	KOG4603@euNOG
RAD51B-RAD51C complex	KOG1433@euNOG
RAD51B-RAD51C complex	KOG1434@euNOG
Hop2-Mnd1 complex	KOG4603@euNOG
Hop2-Mnd1 complex	KOG3433@euNOG
RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex	KOG1433@euNOG
RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex	KOG1434@euNOG
RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex	KOG1564@euNOG
RAD51B-RAD51C-RAD51D-XRCC2-XRCC3 complex	KOG2859@euNOG
R/M complex (RAD50-MRE11 complex)	KOG2310@euNOG
R/M complex (RAD50-MRE11 complex)	KOG0962@euNOG
ATR-ATRIP complex	KOG0890@euNOG
ATR-ATRIP complex	0IHIV@euNOG
RAD17-RFC complex	KOG1970@euNOG
RAD17-RFC complex	KOG0989@euNOG
RAD17-RFC complex	KOG0991@euNOG
RAD17-RFC complex	KOG0990@euNOG
RAD17-RFC complex	KOG2035@euNOG
Dysbindin-pallidin-muted-beta-dystrobrevin complex	KOG4301@euNOG
Dysbindin-pallidin-muted-beta-dystrobrevin complex	0IEDX@euNOG
Dysbindin-pallidin-muted-beta-dystrobrevin complex	0IF9S@euNOG
Dysbindin-pallidin-muted-beta-dystrobrevin complex	0IX0Y@euNOG
9-1-1-RAD17-RFC complex	KOG3194@euNOG
9-1-1-RAD17-RFC complex	KOG3999@euNOG
9-1-1-RAD17-RFC complex	KOG1970@euNOG
9-1-1-RAD17-RFC complex	KOG0989@euNOG
9-1-1-RAD17-RFC complex	KOG0991@euNOG
9-1-1-RAD17-RFC complex	KOG0990@euNOG
9-1-1-RAD17-RFC complex	KOG2035@euNOG
9-1-1-RAD17-RFC complex	KOG2810@euNOG
RFC complex	KOG0989@euNOG
RFC complex	KOG0991@euNOG
RFC complex	0KD0C@euNOG
RFC complex	KOG0990@euNOG
RFC complex	KOG2035@euNOG
RFC core complex	KOG0989@euNOG
RFC core complex	KOG0991@euNOG
RFC core complex	KOG0990@euNOG
HMGB1-HMGB2-HSC70-ERP60-GAPDH complex	KOG0657@euNOG
HMGB1-HMGB2-HSC70-ERP60-GAPDH complex	KOG0381@euNOG
HMGB1-HMGB2-HSC70-ERP60-GAPDH complex	KOG0101@euNOG
HMGB1-HMGB2-HSC70-ERP60-GAPDH complex	KOG0190@euNOG
SNF2h-cohesin-NuRD complex	0IUVJ@euNOG
SNF2h-cohesin-NuRD complex	KOG0385@euNOG
SNF2h-cohesin-NuRD complex	KOG3554@euNOG
SNF2h-cohesin-NuRD complex	0KCT5@euNOG
SNF2h-cohesin-NuRD complex	KOG0264@euNOG
SNF2h-cohesin-NuRD complex	0IREB@euNOG
SNF2h-cohesin-NuRD complex	KOG1342@euNOG
SNF2h-cohesin-NuRD complex	KOG0018@euNOG
SNF2h-cohesin-NuRD complex	KOG2011@euNOG
SNF2h-cohesin-NuRD complex	KOG1245@euNOG
SNF2h-cohesin-NuRD complex	0INB9@euNOG
SNF2h-cohesin-NuRD complex	KOG0964@euNOG
CRSP complex	KOG0570@euNOG
CRSP complex	KOG1875@euNOG
CRSP complex	0IF72@euNOG
CRSP complex	KOG3169@euNOG
CRSP complex	KOG1105@euNOG
CRSP complex	KOG1510@euNOG
CRSP complex	0IEFR@euNOG
CRSP complex	0IHD9@euNOG
CRSP complex	KOG4274@euNOG
CRSP complex	KOG4512@euNOG
CRSP complex	KOG1883@euNOG
PCNA-MLH1-PMS1 complex	KOG1636@euNOG
PCNA-MLH1-PMS1 complex	KOG1979@euNOG
PCNA-MLH1-PMS1 complex	KOG1978@euNOG
PCNA-MSH2-MSH6 complex	KOG1636@euNOG
PCNA-MSH2-MSH6 complex	KOG0219@euNOG
PCNA-MSH2-MSH6 complex	KOG0217@euNOG
ARC-L complex	KOG0570@euNOG
ARC-L complex	KOG1875@euNOG
ARC-L complex	0IF72@euNOG
ARC-L complex	KOG3169@euNOG
ARC-L complex	KOG0794@euNOG
ARC-L complex	KOG0666@euNOG
ARC-L complex	KOG1510@euNOG
ARC-L complex	0IEFR@euNOG
ARC-L complex	0IHD9@euNOG
ARC-L complex	0ISJR@euNOG
ARC-L complex	KOG4274@euNOG
ARC-L complex	KOG4512@euNOG
ARC-L complex	KOG3600@euNOG
ARC-L complex	KOG1883@euNOG
ARC complex	KOG0794@euNOG
ARC complex	KOG0666@euNOG
ARC complex	KOG1510@euNOG
DNA polymerase delta complex	KOG2732@euNOG
DNA polymerase delta complex	KOG0969@euNOG
DNA polymerase delta complex	0J65P@euNOG
DNA polymerase delta complex	0IGGV@euNOG
PCNA-DNA ligase complex	KOG2732@euNOG
PCNA-DNA ligase complex	KOG1636@euNOG
PCNA-DNA ligase complex	KOG0967@euNOG
PCNA-DNA ligase complex	0IGGV@euNOG
PCNA-DNA polymerase delta complex	KOG1636@euNOG
PCNA-DNA polymerase delta complex	KOG0969@euNOG
PCNA-DNA polymerase delta complex	KOG2732@euNOG
PCNA-DNA polymerase delta complex	0IGGV@euNOG
PCNA-DNA polymerase delta complex	0J65P@euNOG
VEGF transcriptional complex	KOG1294@euNOG
VEGF transcriptional complex	KOG3667@euNOG
VEGF transcriptional complex	KOG3558@euNOG
VEGF transcriptional complex	0J22W@euNOG
IRF3-CBP complex	0IXD8@euNOG
IRF3-CBP complex	0J22W@euNOG
PC2 complex	KOG0570@euNOG
PC2 complex	KOG1875@euNOG
PC2 complex	0IF72@euNOG
PC2 complex	KOG3169@euNOG
PC2 complex	KOG1510@euNOG
PC2 complex	0IFPB@euNOG
PC2 complex	KOG3046@euNOG
PC2 complex	KOG4309@euNOG
PC2 complex	KOG4512@euNOG
PC2 complex	0IE11@euNOG
PC2 complex	0IDXV@euNOG
PC2 complex	KOG4086@euNOG
SMCC complex	KOG0570@euNOG
SMCC complex	0IFPB@euNOG
SMCC complex	0ISJR@euNOG
SMCC complex	KOG3046@euNOG
SMCC complex	KOG4309@euNOG
SMCC complex	KOG4512@euNOG
SMCC complex	KOG3600@euNOG
SMCC complex	0IE11@euNOG
SMCC complex	0IDXV@euNOG
INO80 chromatin remodeling complex	KOG0679@euNOG
INO80 chromatin remodeling complex	KOG3910@euNOG
INO80 chromatin remodeling complex	0IEJY@euNOG
INO80 chromatin remodeling complex	KOG1927@euNOG
INO80 chromatin remodeling complex	KOG4137@euNOG
INO80 chromatin remodeling complex	0IIN3@euNOG
INO80 chromatin remodeling complex	KOG2293@euNOG
INO80 chromatin remodeling complex	0IWBA@euNOG
INO80 chromatin remodeling complex	KOG0797@euNOG
INO80 chromatin remodeling complex	KOG0681@euNOG
INO80 chromatin remodeling complex	KOG0388@euNOG
